archive,family,member,instance_id,num_vars,declared_clauses,parsed_clauses,eligible,skip_reason,solver_status,solver_objective,support_count,has_nonzero_reduction,primal_residual,solver_runtime_seconds,wall_runtime_seconds,message
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_231.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_231.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.004508018493652344,0.008418583999997509,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_232.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_232.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.0044269561767578125,0.008157250000010663,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_233.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_233.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.005454063415527344,0.009237791000003881,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_234.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_234.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.004806041717529297,0.009347125000005008,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_235.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_235.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.0048558712005615234,0.008606959000019287,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_236.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_236.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.003673076629638672,0.011100666999993791,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_237.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_237.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.0034759044647216797,0.007020917000005511,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_238.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_238.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.00438690185546875,0.008165833000020939,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_239.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_239.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.004436016082763672,0.00807750000001306,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_24.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_24.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.005407094955444336,0.009033457999976235,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_240.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_240.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.0050508975982666016,0.008368708999995533,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_241.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_241.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.005239963531494141,0.008833417000005284,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_242.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_242.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.004891872406005859,0.008948166999999785,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_243.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_243.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.005076169967651367,0.008747083000002931,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_244.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_244.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.004789829254150391,0.008284457999991446,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_245.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_245.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.0048198699951171875,0.008374374999988277,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_246.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_246.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.004637002944946289,0.008572791999995388,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_247.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_247.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.004821062088012695,0.00852616700001363,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_248.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_248.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.005099058151245117,0.008427291999993258,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_249.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_249.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.004969120025634766,0.008458125000004202,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_25.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_25.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.005886077880859375,0.009675458999993225,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_250.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_250.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.004024028778076172,0.007402165999991439,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_251.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_251.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.0052030086517333984,0.009125332999985858,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_252.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_252.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.004948139190673828,0.008672999999987496,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_253.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_253.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.004957914352416992,0.008388542000005828,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_254.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_254.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.004781007766723633,0.008364999999997735,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_255.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_255.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.0042531490325927734,0.0075769999999977244,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_256.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_256.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.0048868656158447266,0.008412707999980285,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_257.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_257.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.00485682487487793,0.008435083000023269,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_258.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_258.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.004712820053100586,0.008430000000004156,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_259.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_259.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.004960060119628906,0.008528250000011894,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_26.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_26.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.004850864410400391,0.008545874999981606,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_260.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_260.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.004763126373291016,0.00823604200002137,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_261.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_261.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.005685091018676758,0.009242833000001838,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_262.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_262.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.0050508975982666016,0.008619624999994357,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_263.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_263.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.005301952362060547,0.008885167000016736,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_264.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_264.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.0046539306640625,0.008105833000001894,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_265.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_265.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.0048329830169677734,0.008270957999997108,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_266.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_266.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.005671024322509766,0.012321624999998448,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_267.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_267.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.004483938217163086,0.008145583000015222,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_268.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_268.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.0049741268157958984,0.008586874999991778,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_269.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_269.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.0041351318359375,0.007760583000020915,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_27.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_27.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.005491971969604492,0.009244916000000103,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_270.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_270.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.004858970642089844,0.008564541999987796,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_271.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_271.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.004786014556884766,0.0085572920000061,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_272.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_272.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.005115985870361328,0.008940375000008771,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_273.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_273.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.0053310394287109375,0.008886000000018157,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_274.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_274.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.004631996154785156,0.008121082999991813,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_275.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_275.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.004374980926513672,0.007908374999999523,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_276.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_276.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.004373073577880859,0.011412874999990663,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_277.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_277.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.005120038986206055,0.00879758300001754,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_278.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_278.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.0049970149993896484,0.008718415999993567,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_279.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_279.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.004982948303222656,0.00858208299999319,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_28.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_28.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.004339933395385742,0.007781042000004845,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_280.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_280.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.005129814147949219,0.00885591700000532,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_281.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_281.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.004612922668457031,0.00802441700000145,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_282.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_282.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.004183053970336914,0.007703665999997611,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_283.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_283.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.0052509307861328125,0.008767290999998067,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_284.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_284.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.0049839019775390625,0.008608207999998285,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_285.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_285.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.004436969757080078,0.00794049999998947,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_286.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_286.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.004753828048706055,0.00859295899999779,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_287.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_287.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.005237102508544922,0.0088926669999978,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_288.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_288.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.004940032958984375,0.008547833999983823,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_289.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_289.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.0043299198150634766,0.008026708000016924,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_29.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_29.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.004517078399658203,0.00825866700000688,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_290.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_290.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.004533052444458008,0.008274875000012116,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_291.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_291.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.004366874694824219,0.007905625000006467,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_292.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_292.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.003545999526977539,0.007156084000001783,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_293.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_293.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.004687070846557617,0.008130707999981723,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_294.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_294.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.0031380653381347656,0.006939167000012958,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_295.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_295.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.004418134689331055,0.008118999999993548,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_296.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_296.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.004920005798339844,0.008492958999994471,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_297.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_297.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.005112886428833008,0.008945166000017934,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_298.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_298.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.00554203987121582,0.0092270410000026,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_299.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_299.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.004606008529663086,0.008580459000000928,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_3.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_3.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.004161834716796875,0.007720207999994955,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_30.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_30.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.00514984130859375,0.008707833000016763,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_300.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_300.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.005037069320678711,0.008636959000000388,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_301.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_301.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.005659818649291992,0.00941491599999722,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_302.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_302.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.005061149597167969,0.008603333000024804,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_303.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_303.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.0057830810546875,0.009501999999997679,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_304.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_304.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.0051729679107666016,0.008726582999997845,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_305.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_305.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.004837989807128906,0.008478792000005342,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_306.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_306.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.005221128463745117,0.008826209000005747,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_307.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_307.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.006072998046875,0.00951779099997907,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_308.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_308.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.004709005355834961,0.008387249999998403,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_309.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_309.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.00415492057800293,0.007773959000019204,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_31.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_31.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.004359006881713867,0.007986332999990964,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_310.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_310.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.00517582893371582,0.008781290999991143,
CBS_k3_n100_m403_b10.tar.gz,CBS_k3_n100_m403_b10,CBS_k3_n100_m403_b10_311.cnf,CBS_k3_n100_m403_b10.tar.gz::CBS_k3_n100_m403_b10_311.cnf,100,403,403,True,,OPTIMAL,-0.0,0,False,0.0,0.00525212287902832,0.008796417000013435,
